title;address;price;rooms;area;floor;max_floor;rent;energy_certificate;form_of_the_property;finishing_condition;balcony_garden_terrace;parking_place;heating;market;advertisement_type;year_of_construction;type_of_development;windows;is_elevator
Mieszkanie z dużym salonem w samym centrum;Szczepin, Stare Miasto, Wrocław, dolnośląskie;1034586;2;43.47;2;4;280;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
Nowe|2 pokoje|Loggia;ul. Sołtysowicka, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;629000;2;45.39;4;5;460;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
Kawalerka w Rynku po remoncie, ulica Oławska;ul. Oławska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;540000;1;27.00;3;4;560;;pełna własność;;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;1966;blok;plastikowe;False
Mieszkanie 2-pokojowe do wykończenia | Ogród;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;520000;2;46.60;parter;2;550;;pełna własność;do wykończenia;ogródek, taras;;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Nowe mieszkanie, 2.B.2.1;ul. Maślicka, Maślice, Fabryczna, Wrocław, dolnośląskie;795987;4;93.31;2;2;;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;deweloper;2023;blok;plastikowe;False
Mieszkanie Wrocław Nadodrze;ul. Kaszubska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;377000;1;41.82;parter;3;;;pełna własność;do zamieszkania;;;elektryczne;wtórny;biuro nieruchomości ;1900;kamienica;plastikowe;False
Przytulne 2 pok Mieszkanie w Centrum;ul. Tęczowa, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;620000;2;44.00;2;5;;;;;;;;wtórny;biuro nieruchomości ;;;;False
Mieszkanie, 40 m², Wrocław;Igora Strawińskiego, Jagodno, Krzyki, Wrocław, dolnośląskie;600000;2;40.00;3;3;350;;pełna własność;;;;;wtórny;biuro nieruchomości ;2018;;;False
3-pokojowe mieszkanie 53m2 + balkon;ul. Konińska, Leśnica, Fabryczna, Wrocław, dolnośląskie;665774;3;53.02;1;4;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Kawalerka z tarasem w centrum. Opcja antresoli.;ul. Bernardyńska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;643900;1;27.40;parter;5;410;;pełna własność;do wykończenia;taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;aluminiowe;True
Do sprzedania 3pok. pl. Piłsudzkiego-Karłowice;pl. Piłsudzkiego, Karłowice, Psie Pole, Wrocław, dolnośląskie;727000;3;71.89;1;2;840;;pełna własność;;;;elektryczne;wtórny;biuro nieruchomości ;;kamienica;plastikowe;False
Świetne mieszkanie dla singli lub pod inwestycje;Szczepin, Stare Miasto, Wrocław, dolnośląskie;983060;1;37.81;2;4;350;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Zostały ostatnie mieszkania, odbiór 2024 r.;Turawska, Księże, Krzyki, Wrocław, dolnośląskie;;3;56.27;parter;3;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
3 pokojowe mieszkanie z oddzielną kuchnią B.3.10;ul. Łomnicka, Pracze Odrzańskie, Fabryczna, Wrocław, dolnośląskie;772310;3;64.90;3;3;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;kotłownia;pierwotny;deweloper;2025;apartamentowiec;;True
Ogrody Grabiszyńskie II etap | A.2.B.07;al. gen. Józefa Hallera, Grabiszyn, Fabryczna, Wrocław, dolnośląskie;358182;1;22.11;1;10;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3m wysokości|Dwa poziomy|Garaż|Kępa Mieszczańska;ul. Księcia Witolda, Nadodrze, Śródmieście, Wrocław, dolnośląskie;2120000;4;132.50;4;4;1;;pełna własność;do wykończenia;taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;True
1-pokojowe mieszkanie 39m2 Bez Prowizji;ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;870000;1;39.20;9;10;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
Promocja! Zostały ostatnie 4 mieszkania!;ul. Nefrytowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;561122;2;42.38;1;2;;;pełna własność;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2023;;;True
Mieszkanie 4-pokojowe|2 balkony|blisko centrum;ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie;1059000;4;73.19;5;9;875;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
4-pokojowe mieszkanie 79m2 + 2 balkony;Długa/ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;1259000;4;79.17;3;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Dojazd 20 min. do Placu Grunwaldzkiego;Zawidawie, Psie Pole, Wrocław, dolnośląskie;397340;2;38.30;4;4;400;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
3-pokojowe mieszkanie 60m2 + ogródek Bez Prowizji;Melisowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;608500;3;60.85;0;2;;;pełna własność;do wykończenia;ogródek;garaż/miejsce parkingowe;;;;;;;
Czysta 4 | mieszkanie 2-pok. | 01.18;ul. Czysta, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;;2;37.94;parter;6;;;pełna własność;do wykończenia;ogródek, taras;garaż/miejsce parkingowe;inne;;;;;;
2 pok. na pierwszym piętrze, dobry dojazd do Aow;ul. Kominiarska, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;495968;2;42.21;1;2;400;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
Piękna Okolica/2 Pokoje/Pod Klucz!;Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;630000;2;50.00;1;;;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;;apartamentowiec;;False
2-pokojowe mieszkanie 57m2 + balkon Bezpośrednio;ul. Krakowska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;726944;2;57.33;6;8;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Mieszkanie, 63,57 m², Wrocław;Zawidawie, Psie Pole, Wrocław, dolnośląskie;779000;3;63.57;parter;;;;pełna własność;;ogródek;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2023;;plastikowe;False
BEZCZYNSZOWE 128m²+ogród+balkon+2 m.parkingowe;Krępice, Miękinia, średzki, dolnośląskie;600000;6;128.00;1;1;;;pełna własność;do wykończenia;balkon, ogródek;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;False
Apartament na 45. piętrze Sky Tower - piękny widok;ul. Gwiaździsta, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;3500000;3;106.00;10+;48;1;;pełna własność;;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2012;apartamentowiec;;True
Jasny apartament inwestycyjny Zwycięska 3;ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie;;2;38.55;3;4;;;;;balkon;garaż/miejsce parkingowe;;pierwotny;deweloper;2023;apartamentowiec;;True
Nowa kawalerka z możliwością podziału na 2 pokoje!;ul. gen. Karola Kniaziewicza, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;566048;1;37.24;1;4;;;pełna własność;do wykończenia;;;miejskie;pierwotny;biuro nieruchomości ;2023;kamienica;plastikowe;True
Świetne mieszkanie z garażem w cichym miejscu;ul. Bursztynowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;850000;3;76.96;1;2;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2010;blok;;False
3 pok | Wyposażone | komórka lokatorska | parking;ul. Rudawska, Poświętne, Psie Pole, Wrocław, dolnośląskie;799000;3;58.82;parter;4;560;;pełna własność;do zamieszkania;taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2022;blok;plastikowe;True
4-pokojowe mieszkanie 74m2 + balkon;ul. Orawska, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;;4;74.70;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
2 pokojowe mieszkanie w centrum miasta z tarasem;Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;740700;2;40.04;parter;7;550;;pełna własność;do zamieszkania;taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2022;blok;plastikowe;True
Gotowe / Narożne / Słoneczne / Duży balkon;Zawidawie, Psie Pole, Wrocław, dolnośląskie;679000;3;50.00;4;5;;;;;balkon;;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
4 pokoje z ogródkiem w zielonej okolicy;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;757275;4;71.40;parter;2;712;;pełna własność;do wykończenia;ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
OKAZJA! Kawalerka w centrum Wrocławia bezpośrednio;ul. Lubuska, Gajowice, Fabryczna, Wrocław, dolnośląskie;468800;1;26.04;2;10;350;E;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;prywatny;1978;blok;plastikowe;True
Asfaltowa 13 | mieszkanie 4-pok. | 13_22;ul. Asfaltowa, Wojszyce, Krzyki, Wrocław, dolnośląskie;1443330;4;91.35;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;inne;;;;;;
Czysta 4 | mieszkanie 2-pok. | 02.45;ul. Czysta, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;;2;53.92;1;6;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;inne;;;;;;
4-pokojowe mieszkanie 80m2 + ogródek;ul. Bociania, Kowale, Psie Pole, Wrocław, dolnośląskie;;4;80.15;parter;1;;;pełna własność;do wykończenia;taras, ogródek;garaż/miejsce parkingowe;;;;;;;
Trzystronne mieszkanie / Narożny balkon;ul. Królewiecka, Maślice, Fabryczna, Wrocław, dolnośląskie;729936;3;65.76;2;2;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;True
Mieszkanie / 3 pokoje / centrum Wrocławia;Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie;1052700;3;66.92;4;4;;;;do wykończenia;;;;pierwotny;biuro nieruchomości ;2024;;;True
Narożna kawalerka w centrum z dużym tarasem;wyspa Kępa Mieszczańska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;598587;1;33.00;parter;7;400;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Świetna okazja, mieszkanie pod wynajem;ul. Wierzbowa, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;619900;2;48.50;4;5;714;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;1950;blok;;False
Wrocław | Centrum | 2 Pokoje | 3 Min Pl. Grunw.;ul. Henryka Sienkiewicza, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie;513900;2;40.00;parter;5;;;;do zamieszkania;;;;wtórny;biuro nieruchomości ;1902;;plastikowe;False
3-pokojowe mieszkanie 72m2 + balkon;ul. gen. Kazimierza Pułaskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;827951;3;72.13;5;8;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3 Pokoje / Osobna Kuchnia / Gotowe Do Odbioru;ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;729000;3;59.93;parter;4;600;A;pełna własność;do wykończenia;balkon;;kotłownia;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;True
Okolice ul. Daszyńskiego Inwestycja/Taras;Ołbin, Śródmieście, Wrocław, dolnośląskie;750000;3;92.00;parter;4;700;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1990;plomba;;True
4 pokoje z tarasem i ogrodem | Eco inwestycja;ul. Stabłowicka, Pracze Odrzańskie, Fabryczna, Wrocław, dolnośląskie;831215;4;69.85;2;3;500;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;apartamentowiec;plastikowe;True
Bogatyńska Apartamenty Mieszkanie B1.2.14;al. Śliwowa, Maślice, Fabryczna, Wrocław, dolnośląskie;854900;3;91.73;2;;;;pełna własność;;balkon;;miejskie;pierwotny;deweloper;2024;apartamentowiec;plastikowe;False
4 pokoje przy zielonych terenach rekreacyjnych;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;763475;4;72.20;1;2;700;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
3-pokojowe mieszkanie 54m2 + balkon Bezpośrednio;ul. Nyska, Tarnogaj, Krzyki, Wrocław, dolnośląskie;;3;54.77;1;4;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Kawalerka W Samym Centrum!;ok. Pl. Dominikańskiego, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;917430;1;34.62;4;5;500;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;aluminiowe;True
Okolice ul. Ulanowskiego Taras/Ogród/COmiejskie;ul. Bolesława Ulanowskiego, Borek, Krzyki, Wrocław, dolnośląskie;949000;3;72.00;parter;2;722;;pełna własność;;taras, ogródek;;gazowe;wtórny;biuro nieruchomości ;1950;kamienica;;False
Okolice ul. Bulwar Ikara Balkon/Piwnica/Dwustronne;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;599000;3;60.50;5;6;950;;;;balkon;;miejskie;wtórny;biuro nieruchomości ;1984;blok;;True
Okolice ul. Nyskiej Rozkład/Piwnica;Tarnogaj, Krzyki, Wrocław, dolnośląskie;690000;3;58.62;parter;3;340;;pełna własność;do wykończenia;;;elektryczne;wtórny;biuro nieruchomości ;1960;blok;;False
4-sypialnie, gabinet, ogród, zielona okolica;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;1040380;5;83.90;parter;2;850;;pełna własność;do wykończenia;ogródek;;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;False
2 pokoje 49mkw/taras zielony 22mkw/osobna kuchnia;Grabiszynek, Fabryczna, Wrocław, dolnośląskie;712000;2;49.00;parter;4;;;pełna własność;do wykończenia;ogródek, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;blok;;True
mieszkanie 2pokojowe na Żeromskiego;ul. Stefana Żeromskiego, Ołbin, Śródmieście, Wrocław, dolnośląskie;799000;2;52.52;3;4;500;;pełna własność;do zamieszkania;;;gazowe;wtórny;biuro nieruchomości ;1950;kamienica;plastikowe;False
Nowe 3 pok 56mkw, balkon, ogród, zielona okolica;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;641000;3;56.53;1;4;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;;True
Nowoczesne, b. ładne 2 pok balkon Pl. Bema.;pl. gen. Józefa Bema, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;850000;2;60.00;3;6;700;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;2008;apartamentowiec;plastikowe;True
Mieszkanie 2-pokojowe! Wysokie pomieszczenia;Jagodno, Krzyki, Wrocław, dolnośląskie;524000;2;38.50;3;3;400;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2017;apartamentowiec;;True
"4 pokoje z widokiem na zieleń w wielu lokaliza-ch;";Żerniki, Fabryczna, Wrocław, dolnośląskie;919575;4;67.00;3;4;800;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;False
3-pokojowe mieszkanie 52m2 + loggia Bez Prowizji;Z. Gumińskiej/ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;699000;3;52.78;2;4;;;pełna własność;do wykończenia;;garaż/miejsce parkingowe;;;;;;;
3-pokojowe mieszkanie 72m2 + balkon Bez Prowizji;ul. gen. Kazimierza Pułaskiego, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;827951;3;72.13;4;8;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
128m²+OGRÓD 72m²+2 m.parkingowe - POD LASEM;Krępice, Miękinia, średzki, dolnośląskie;600000;6;128.00;1;1;;;pełna własność;do wykończenia;balkon, ogródek;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;False
4-pokojowe mieszkanie 70m2 + balkon Bez Prowizji;al. Róż, Brochów, Krzyki, Wrocław, dolnośląskie;;4;70.21;1;3;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3 pokoje | garaż podziemny | 72m2 | Rakietowa;Muchobór Wielki, Fabryczna, Wrocław, dolnośląskie;758930;3;72.00;1;3;800;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;2009;blok;;False
Włodkowica - 4 pokoje - centrum- inwestycja;Włodkowica - 4 pokoje - centrum- inwestycja, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;924000;4;77.00;4;4;;;;do zamieszkania;balkon;;;wtórny;biuro nieruchomości ;1970;blok;plastikowe;False
Mieszkanie 3pok 50 m2 ---- DO ZAMIESZKANIA!;ul. Jurija Gagarina, Muchobór Wielki, Fabryczna, Wrocław, dolnośląskie;625000;3;49.96;2;3;;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2021;blok;plastikowe;True
Dwustronne mieszkanie z widokiem na zieleń;Tarnogaj, Krzyki, Wrocław, dolnośląskie;584823;2;44.90;parter;4;340;;pełna własność;do wykończenia;taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Penthouse z widokiem na miasto - Wysoki Standard!;Szczepin, Stare Miasto, Wrocław, dolnośląskie;1550000;2;79.19;8;8;500;;pełna własność;do zamieszkania;taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2010;blok;;True
2 pokojowe mieszkanie | 54,5 m2 | Gądów Mały;bulw. Ikara, Gądów, Fabryczna, Wrocław, dolnośląskie;635000;2;54.50;1;6;800;;pełna własność;do wykończenia;ogródek;;miejskie;wtórny;biuro nieruchomości ;1987;blok;;True
3-pokojowe mieszkanie w zielonej okolicy;ul. Kominiarska, Widawa, Psie Pole, Wrocław, dolnośląskie;612000;3;60.15;1;2;690;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2025;blok;plastikowe;True
5-pokojowe mieszkanie przy parku/ostatnie piętro;ul. Przyjaźni, Krzyki, Krzyki, Wrocław, dolnośląskie;1387500;5;91.32;8;8;800;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
Borek/Piwnica/3 pokoje/Rozkładowe;Borek, Krzyki, Wrocław, dolnośląskie;660000;3;54.00;2;4;800;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;1980;blok;;False
Ogrody Grabiszyńskie II etap | A.3.B.02;al. gen. Józefa Hallera, Grabiszyn, Fabryczna, Wrocław, dolnośląskie;472866;1;29.74;2;10;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Apartament 23% Vat / Bez prowizji / Wsb;ul. Fabryczna, Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;539200;3;49.00;1;7;;;pełna własność;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2023;;plastikowe;True
Gotowe z ogrodem! Promocja! 0%;ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;779000;3;63.57;parter;4;;;;do wykończenia;;;;pierwotny;biuro nieruchomości ;;;;False
2-pokojowe mieszkanie 36m2 + balkon Bez Prowizji;Ramiszowska, Poświętne, Psie Pole, Wrocław, dolnośląskie;502516;2;36.68;1;4;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3-pokojowe mieszkanie 60m2 + balkon Bez Prowizji;Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie;789000;3;60.30;2;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Idealna inwestycja w świetnej lokalizacji;Ołtaszyn/Wojszyce, Wojszyce, Krzyki, Wrocław, dolnośląskie;549731;2;43.32;1;2;580;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;True
Inwestycyjne/3 pok/Rozkład/Winda/Promocja;ul. Racławicka, Krzyki, Krzyki, Wrocław, dolnośląskie;735000;3;57.00;3;4;;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
4-pokojowy apartament w Centrum Miasta/przy rzece;ul. Gnieźnieńska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;1699000;4;101.36;4;4;1;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
Przytulne i klimatyczne | osobna kuchnia | ciche |;ul. Gorlicka, Psie Pole, Psie Pole, Wrocław, dolnośląskie;624000;2;52.04;3;4;600;;pełna własność;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2010;;plastikowe;False
Dwupoziomowe mieszkanie w pobliżu parku;ul. Opolska, Księże, Krzyki, Wrocław, dolnośląskie;768915;3;73.23;3;3;700;;pełna własność;do wykończenia;balkon;;inne;pierwotny;biuro nieruchomości ;2024;blok;plastikowe;True
2-pokojowe mieszkanie przy Parku Zachodnim;ul. Modra, Kozanów, Fabryczna, Wrocław, dolnośląskie;430000;2;36.00;parter;10;500;B;pełna własność;do remontu;balkon;;miejskie;wtórny;biuro nieruchomości ;1980;blok;plastikowe;True
5 pokoi, możliwość wydz. dwóch mieszkań;ul. Buforowa, Jagodno, Krzyki, Wrocław, dolnośląskie;1036728;5;89.76;parter;1;750;;pełna własność;do wykończenia;ogródek;;kotłownia;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;False
Duże mieszkanie|4 pokoje|balkon|Park Kleciński;ul. Przyjaźni, Krzyki, Krzyki, Wrocław, dolnośląskie;917450;4;65.15;2;8;670;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;plastikowe;True
3-pokojowe mieszkanie 59m2 + balkon;Z. Gumińskiej/ul. Odolanowska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;749000;3;59.81;2;4;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Jasne i słoneczne 2M! | świetna lokalizacja! | Mp;Tarnogaj, Krzyki, Wrocław, dolnośląskie;545000;2;38.00;1;10;;;spółdzielcze wł. prawo do lokalu;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;;blok;plastikowe;True
Asfaltowa 13 | mieszkanie 3-pok. | 13_24;ul. Asfaltowa, Wojszyce, Krzyki, Wrocław, dolnośląskie;798195;3;62.85;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;inne;;;;;;
3 pok / Promocja do końca kwietnia;ul. Sołtysowicka, Karłowice, Psie Pole, Wrocław, dolnośląskie;729000;3;60.80;2;5;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;;plastikowe;True
4-pokojowe mieszkanie 68m2 + ogródek;Melisowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie;660182;4;68.06;parter;2;;;pełna własność;do wykończenia;ogródek;garaż/miejsce parkingowe;;;;;;;
Dom z ogródkiem l Polanowice l zielona okolica;ul. Stradomska, Polanowice, Psie Pole, Wrocław, dolnośląskie;1190010;4;107.62;parter;1;;;;;;;;pierwotny;biuro nieruchomości ;;;;False
3-pokojowe mieszkanie 50m2 + balkon Bezpośrednio;Syryjska, Brochów, Krzyki, Wrocław, dolnośląskie;519429;3;50.22;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
Kawalerka w pobliżu Starego Miasta;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;549000;1;28.08;1;5;;;pełna własność;do wykończenia;balkon;;miejskie;pierwotny;deweloper;2024;apartamentowiec;plastikowe;True
3pok.przy Parku i Ue! R E Z E R W A C J A;park Powstańców Śląskich, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;579000;2;47.80;8;10;800;;pełna własność;do remontu;balkon;;miejskie;wtórny;biuro nieruchomości ;;blok;plastikowe;True
M4 + komórka + miejsce postojowe + taras!;Kamieńskiego Macieja, Poświętne, Psie Pole, Wrocław, dolnośląskie;;4;80.00;parter;3;600;;pełna własność;;taras;garaż/miejsce parkingowe;kotłownia;pierwotny;biuro nieruchomości ;2023;blok;plastikowe;False
okolice Placu Legionów PEŁEN ROZKŁAD! TYLKO U NAS!;Szczepin, Stare Miasto, Wrocław, dolnośląskie;329900;2;56.50;4;4;230;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;1910;kamienica;plastikowe;False
4 pokoje | rozkładowe | przy parku | dla rodziny;ul. Jerzego Bajana, Gądów, Fabryczna, Wrocław, dolnośląskie;835000;4;71.90;1;4;800;;spółdzielcze wł. prawo do lokalu;do wykończenia;balkon;;;wtórny;biuro nieruchomości ;1994;blok;;False
Nowa kawalerka 33m2, balkon 8m2.Stare Miasto!;ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie;609000;1;32.49;2;9;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;plastikowe;True
Szewska, idealne pod najem krótkoterminowy;ul. Szewska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;799900;2;59.83;3;4;950;;;;;;;wtórny;biuro nieruchomości ;;kamienica;plastikowe;False
3-pokojowe mieszkanie 68m2 + balkon Bez Prowizji;ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;1217000;3;68.28;2;10;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
3-pokojowe mieszkanie 67m2 + balkon Bezpośrednio;ul. Blizanowicka, Księże, Krzyki, Wrocław, dolnośląskie;772355;3;67.20;2;2;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
